10		10		10		10		10		10		10		10		10		10		10		10		10		10	
Nadine SEC Superose 6001:10_UV1_280nm		Nadine SEC Superose 6001:10_UV2_360nm		Nadine SEC Superose 6001:10_UV3_410nm		Nadine SEC Superose 6001:10_Cond		Nadine SEC Superose 6001:10_Cond%		Nadine SEC Superose 6001:10_Conc		Nadine SEC Superose 6001:10_pH		Nadine SEC Superose 6001:10_Pressure		Nadine SEC Superose 6001:10_Flow		Nadine SEC Superose 6001:10_Temp		Nadine SEC Superose 6001:10_Fractions		Nadine SEC Superose 6001:10_Inject		Nadine SEC Superose 6001:10_UV1_280nm@01,BASEM		Nadine SEC Superose 6001:10_Logbook	
min	UV1_280nm	min	UV22_360nm	min	UV3_410nm	min	 mS/cm	min	 %	min	 %B	min	 	min	 MPa	min	 ml/min	min	 °C	min	(Fractions)	min	(Injections)	min	 mAU	min	(Set Marks)
15.77	0.19	15.77	326.52	15.77	316.26	16.68	2.52	16.68	2.5	16.68	0	16.68	7.9	16.68	0	16.68	0.02	18.2	28.7					15.77	-0.79		
15.95	0.15	15.95	326.55	15.95	316.27	16.87	2.52	16.87	2.5	16.87	0	16.87	7.9	16.87	0	16.87	0.02	18.4	28.7					15.95	-0.79		
16.12	0.07	16.12	326.46	16.12	316.11	17.05	2.52	17.05	2.5	17.05	0	17.05	7.89	17.05	0	17.05	0.02	18.6	28.7					16.12	-0.77		
16.29	0.05	16.29	326.42	16.29	316.12	17.23	2.52	17.23	2.5	17.23	0	17.23	7.89	17.23	0	17.23	0.02	18.8	28.7					16.29	-0.77		
16.47	0.02	16.47	326.45	16.47	316.1	17.42	2.52	17.42	2.5	17.42	0	17.42	7.89	17.42	0	17.42	0.02	19	28.7					16.47	-0.76		
16.64	0	16.64	326.43	16.64	316.13	17.6	2.52	17.6	2.5	17.6	0	17.6	7.89	17.6	0	17.6	0.02	19.2	28.7					16.64	-0.75		
16.81	-0.02	16.81	326.43	16.81	316.09	17.78	2.52	17.78	2.5	17.78	0	17.78	7.89	17.78	0	17.78	0.02	19.4	28.7					16.81	-0.75		
16.99	-0.03	16.99	326.39	16.99	316.09	17.97	2.52	17.97	2.5	17.97	0	17.97	7.9	17.97	0	17.97	0.02	19.6	28.8					16.99	-0.74		
17.16	-0.06	17.16	326.44	17.16	316.02	18.15	2.52	18.15	2.5	18.15	0	18.15	7.9	18.15	0	18.15	0.02	19.8	28.8					17.16	-0.73		
17.33	-0.1	17.33	326.34	17.33	316.11	18.33	2.52	18.33	2.5	18.33	0	18.33	7.9	18.33	0	18.33	0.02	20	28.8					17.33	-0.72		
17.51	0	17.51	326.43	17.51	316.2	18.52	2.52	18.52	2.5	18.52	0	18.52	7.9	18.52	0	18.52	0.02	20.2	28.8					17.51	-0.71		
17.68	0	17.68	326.44	17.68	316.19	18.7	2.52	18.7	2.5	18.7	0	18.7	7.9	18.7	0	18.7	0.02	20.4	28.8					17.68	-0.7		
17.85	-0.07	17.85	326.45	17.85	316.16	18.88	2.52	18.88	2.5	18.88	0	18.88	7.9	18.88	0	18.88	0.02	20.6	28.8					17.85	-0.7		
18.03	-0.11	18.03	326.31	18.03	316.03	19.07	2.52	19.07	2.5	19.07	0	19.07	7.9	19.07	0	19.07	0.02	20.8	28.8					18.03	-0.68		
18.2	-0.2	18.2	326.24	18.2	315.93	19.25	2.52	19.25	2.5	19.25	0	19.25	7.9	19.25	0	19.25	0.02	21	28.8					18.2	-0.67		
18.37	-0.2	18.37	326.25	18.37	315.87	19.43	2.52	19.43	2.5	19.43	0	19.43	7.9	19.43	0	19.43	0.02	21.2	28.8					18.37	-0.67		
18.55	-0.21	18.55	326.26	18.55	315.93	19.62	2.52	19.62	2.5	19.62	0	19.62	7.9	19.62	0	19.62	0.02	21.4	28.8					18.55	-0.65		
18.72	-0.28	18.72	326.27	18.72	315.96	19.8	2.52	19.8	2.5	19.8	0	19.8	7.9	19.8	0	19.8	0.02	21.6	28.8					18.72	-0.65		
18.89	-0.28	18.89	326.24	18.89	315.93	19.98	2.52	19.98	2.5	19.98	0	19.98	7.9	19.98	0	19.98	0.02	21.8	28.8					18.89	-0.63		
