0.04;1.90;0.04;327.07;0.04;316.99;0.04;13.78;0.04;13.80;0.04;0.00;0.04;7.66;0.04;0.00;0.04;0.02;0.04;29.40;1.04;11;;;0.00;Flow    0.020 ml/min
0.04;1.93;0.04;327.12;0.04;317.01;0.05;13.78;0.05;13.80;0.05;0.00;0.05;7.65;0.05;0.00;0.05;0.02;0.04;29.40;1.14;12;;;0.00;End Block
0.05;1.96;0.05;327.16;0.05;317.03;0.05;13.78;0.05;13.80;0.05;0.00;0.05;7.65;0.05;0.00;0.05;0.02;0.05;29.40;1.23;13;;;0.00;Block Column_Pressure_Limit
0.05;1.99;0.05;327.20;0.05;317.07;0.06;13.78;0.06;13.80;0.06;0.00;0.06;7.65;0.06;0.00;0.06;0.02;0.05;29.40;1.33;14;;;0.00;Base SameAsMain
0.06;2.03;0.06;327.24;0.06;317.12;0.06;13.78;0.06;13.80;0.06;0.00;0.06;7.65;0.06;0.00;0.06;0.02;0.06;29.40;1.43;15;;;0.00;Alarm_Pressure Enabled ,     2.00 MPa,     0.00 MPa
0.06;2.06;0.06;327.27;0.06;317.17;0.06;13.78;0.06;13.80;0.06;0.00;0.06;7.65;0.06;0.00;0.06;0.02;0.06;29.40;1.53;16;;;0.00;End Block
0.06;2.02;0.06;327.29;0.06;317.12;0.07;13.78;0.07;13.80;0.07;0.00;0.07;7.66;0.07;0.00;0.07;0.02;0.06;29.40;1.63;17;;;0.00;Block Start_Instructions
0.07;1.99;0.07;327.30;0.07;317.07;0.07;13.78;0.07;13.80;0.07;0.00;0.07;7.66;0.07;0.00;0.07;0.02;0.07;29.50;1.73;18;;;0.00;Base SameAsMain
0.07;1.97;0.07;327.29;0.07;317.05;0.08;13.77;0.08;13.80;0.08;0.00;0.08;7.65;0.08;0.00;0.08;0.02;0.07;29.50;1.83;19;;;0.00;Wavelength  280 nm,  360 nm,  410 nm
0.08;1.95;0.08;327.26;0.08;317.05;0.08;13.77;0.08;13.80;0.08;0.00;0.08;7.65;0.08;0.00;0.08;0.02;0.08;29.50;1.93;20;;;0.00;AveragingTimeUV 5.12 sec
0.08;1.93;0.08;327.24;0.08;317.05;0.09;13.77;0.09;13.80;0.09;0.00;0.09;7.65;0.09;0.00;0.09;0.02;0.08;29.50;2.03;21;;;0.00;End Block
0.08;1.90;0.08;327.21;0.08;317.04;0.09;13.77;0.09;13.80;0.09;0.00;0.09;7.65;0.09;0.00;0.09;0.02;0.08;29.50;2.13;22;;;0.00;Block Eluent_A_Inlet
0.09;1.86;0.09;327.18;0.09;317.04;0.10;13.77;0.10;13.80;0.10;0.00;0.10;7.65;0.10;0.00;0.10;0.02;0.09;29.50;2.23;23;;;0.00;Base SameAsMain
0.09;1.85;0.09;327.16;0.09;317.05;0.10;13.77;0.10;13.80;0.10;0.00;0.10;7.65;0.10;0.00;0.10;0.02;0.09;29.50;2.33;24;;;0.00;PumpAInlet A1 
0.10;1.84;0.10;327.16;0.10;317.08;0.10;13.78;0.10;13.80;0.10;0.00;0.10;7.65;0.10;0.00;0.10;0.02;0.10;29.50;2.43;25;;;0.00;End Block
0.10;1.83;0.10;327.15;0.10;317.11;0.11;13.78;0.11;13.80;0.11;0.00;0.11;7.66;0.11;0.00;0.11;0.02;0.10;29.50;2.53;26;;;0.00;Block Eluent_B_Inlet
0.10;1.78;0.10;327.15;0.10;317.04;0.11;13.78;0.11;13.80;0.11;0.00;0.11;7.66;0.11;0.00;0.11;0.02;0.10;29.50;2.63;27;;;0.00;Base SameAsMain
0.11;1.73;0.11;327.16;0.11;316.97;0.12;13.78;0.12;13.80;0.12;0.00;0.12;7.65;0.12;0.00;0.12;0.02;0.11;29.50;2.73;28;;;0.00;PumpBInlet B1 
0.11;1.71;0.11;327.17;0.11;316.97;0.12;13.78;0.12;13.80;0.12;0.00;0.12;7.65;0.12;0.00;0.12;0.02;0.11;29.50;2.83;29;;;0.00;End Block
0.12;1.70;0.12;327.18;0.12;317.03;0.13;13.78;0.13;13.80;0.13;0.00;0.13;7.64;0.13;0.00;0.13;0.02;0.12;29.50;2.93;30;;;0.00;Block Start_Conc_B
0.12;1.69;0.12;327.19;0.12;317.07;0.13;13.78;0.13;13.80;0.13;0.00;0.13;7.64;0.13;0.00;0.13;0.02;0.12;29.50;3.03;31;;;0.00;Base SameAsMain
0.12;1.67;0.12;327.17;0.12;317.05;0.13;13.78;0.13;13.80;0.13;0.00;0.13;7.65;0.13;0.00;0.13;0.02;0.12;29.50;3.13;32;;;0.00;Gradient      0.0 %B,    0.000 CV
0.13;1.66;0.13;327.16;0.13;317.03;0.14;13.78;0.14;13.80;0.14;0.00;0.14;7.66;0.14;0.00;0.14;0.02;0.13;29.50;3.23;33;;;0.00;End Block
0.13;1.66;0.13;327.17;0.13;317.05;0.14;13.78;0.14;13.80;0.14;0.00;0.14;7.66;0.14;0.00;0.14;0.02;0.13;29.50;3.33;34;;;0.00;Block Column_Equilibration
0.14;1.69;0.14;327.20;0.14;317.10;0.15;13.78;0.15;13.80;0.15;0.00;0.15;7.66;0.15;0.00;0.15;0.02;0.14;29.50;3.43;35;;;0.00;Base SameAsMain
0.14;1.70;0.14;327.22;0.14;317.14;0.15;13.77;0.15;13.80;0.15;0.00;0.15;7.66;0.15;0.00;0.15;0.02;0.14;29.50;3.45;Waste;;;0.00;End Block
0.14;1.64;0.14;327.17;0.14;317.07;0.16;13.77;0.16;13.80;0.16;0.00;0.16;7.65;0.16;0.00;0.16;0.02;0.14;29.50;;;;;0.00;Block AutoZero_UV
0.15;1.58;0.15;327.12;0.15;317.01;0.16;13.77;0.16;13.80;0.16;0.00;0.16;7.65;0.16;0.00;0.16;0.02;0.15;29.60;;;;;0.00;Base SameAsMain
0.15;1.56;0.15;327.10;0.15;316.97;0.16;13.77;0.16;13.80;0.16;0.00;0.16;7.65;0.16;0.00;0.16;0.02;0.15;29.60;;;;;0.00;Watch_Off UV1
0.16;1.56;0.16;327.10;0.16;316.95;0.17;13.77;0.17;13.80;0.17;0.00;0.17;7.65;0.17;0.00;0.17;0.02;0.16;29.60;;;;;0.00;AutoZeroUV 
0.16;1.56;0.16;327.11;0.16;316.93;0.17;13.77;0.17;13.80;0.17;0.00;0.17;7.65;0.17;0.00;0.17;0.02;0.16;29.60;;;;;0.00;End Block
0.16;1.53;0.16;327.12;0.16;316.94;0.18;13.77;0.18;13.80;0.18;0.00;0.18;7.66;0.18;0.00;0.18;0.02;0.16;29.60;;;;;0.00;Block Aut_PressureFlow_Regulation
0.17;1.50;0.17;327.13;0.17;316.96;0.18;13.77;0.18;13.80;0.18;0.00;0.18;7.66;0.18;0.00;0.18;0.02;0.17;29.60;;;;;0.00;Base Time {min}
0.17;1.48;0.17;327.13;0.17;316.97;0.19;13.77;0.19;13.80;0.19;0.00;0.19;7.65;0.19;0.00;0.19;0.02;0.17;29.60;;;;;0.00;SystemPumpControlMode Normal ,     0.00 MPa,    0.000 ml/min
0.18;1.47;0.18;327.12;0.18;316.97;0.19;13.77;0.19;13.80;0.19;0.00;0.19;7.64;0.19;0.00;0.19;0.02;0.18;29.60;;;;;0.00;End Block
0.18;1.46;0.18;327.11;0.18;316.97;0.19;13.77;0.19;13.80;0.19;0.00;0.19;7.65;0.19;0.00;0.19;0.02;0.18;29.60;;;;;0.00;Block Sample_Injection_
0.18;1.40;0.18;327.09;0.18;316.97;0.20;13.77;0.20;13.80;0.20;0.00;0.20;7.66;0.20;0.00;0.20;0.02;0.18;29.60;;;;;0.00;Base SameAsMain
0.19;1.35;0.19;327.07;0.19;316.96;0.20;13.78;0.20;13.80;0.20;0.00;0.20;7.66;0.20;0.00;0.20;0.02;0.19;29.60;;;;;0.00;InjectionValve Inject 
0.19;1.33;0.19;327.06;0.19;316.94;0.21;13.78;0.21;13.80;0.21;0.00;0.21;7.65;0.21;0.00;0.21;0.02;0.19;29.60;;;;;0.00;Block Sample_Injection
0.20;1.34;0.20;327.05;0.20;316.91;0.21;13.78;0.21;13.80;0.21;0.00;0.21;7.65;0.21;0.00;0.21;0.02;0.20;29.60;;;;;0.00;Base Volume {ml}
0.20;1.33;0.20;327.04;0.20;316.88;0.22;13.78;0.22;13.80;0.22;0.00;0.22;7.66;0.22;0.00;0.22;0.02;0.20;29.60;;;;;0.04;End Block
0.20;1.31;0.20;327.02;0.20;316.88;0.22;13.78;0.22;13.80;0.22;0.00;0.22;7.66;0.22;0.00;0.22;0.02;0.20;29.60;;;;;0.04;InjectionValve Load 
0.21;1.29;0.21;327.01;0.21;316.88;0.23;13.78;0.23;13.80;0.23;0.00;0.23;7.66;0.23;0.00;0.23;0.02;0.21;29.60;;;;;0.04;End Block
0.21;1.30;0.21;327.04;0.21;316.92;0.23;13.78;0.23;13.80;0.23;0.00;0.23;7.66;0.23;0.00;0.23;0.02;0.21;29.60;;;;;0.04;Block Aut_PressureFlow_Reset
0.22;1.33;0.22;327.11;0.22;316.98;0.23;13.78;0.23;13.80;0.23;0.00;0.23;7.66;0.23;0.00;0.23;0.02;0.22;29.60;;;;;0.04;Base Time {min}
0.22;1.35;0.22;327.15;0.22;317.02;0.24;13.78;0.24;13.80;0.24;0.00;0.24;7.66;0.24;0.00;0.24;0.02;0.22;29.60;;;;;0.04;SystemPumpControlMode Normal ,     0.00 MPa,    0.100 ml/min
0.22;1.29;0.22;327.06;0.22;316.96;0.24;13.78;0.24;13.80;0.24;0.00;0.24;7.65;0.24;0.00;0.24;0.02;0.22;29.60;;;;;0.04;Block Delay0p02min
0.23;1.23;0.23;326.97;0.23;316.89;0.25;13.78;0.25;13.80;0.25;0.00;0.25;7.65;0.25;0.00;0.25;0.02;0.23;29.60;;;;;0.04;Base Time {min}
0.23;1.19;0.23;326.94;0.23;316.86;0.25;13.78;0.25;13.80;0.25;0.00;0.25;7.64;0.25;0.00;0.25;0.02;0.23;29.60;;;;;0.04;End Block
0.24;1.17;0.24;326.95;0.24;316.85;0.26;13.77;0.26;13.80;0.26;0.00;0.26;7.65;0.26;0.00;0.26;0.02;0.24;29.60;;;;;0.04;End Block
0.24;1.15;0.24;326.96;0.24;316.84;0.26;13.77;0.26;13.80;0.26;0.00;0.26;7.65;0.26;0.00;0.26;0.02;0.24;29.60;;;;;0.04;Block Fractionation
0.24;1.15;0.24;326.96;0.24;316.87;0.26;13.77;0.26;13.80;0.26;0.00;0.26;7.65;0.26;0.00;0.26;0.02;0.24;29.60;;;;;0.04;Base SameAsMain
0.25;1.15;0.25;326.96;0.25;316.90;0.27;13.77;0.27;13.80;0.27;0.00;0.27;7.66;0.27;0.00;0.27;0.02;0.25;29.70;;;;;0.04;Fractionation_900    0.100 ml
0.25;1.16;0.25;326.97;0.25;316.89;0.27;13.77;0.27;13.80;0.27;0.00;0.27;7.66;0.27;0.00;0.27;0.02;0.25;29.70;;;;;0.04;End Block
0.26;1.17;0.26;327.00;0.26;316.87;0.28;13.77;0.28;13.80;0.28;0.00;0.28;7.66;0.28;0.00;0.28;0.02;0.26;29.70;;;;;0.04;Block Flow_Rate
0.26;1.18;0.26;327.01;0.26;316.85;0.28;13.77;0.28;13.80;0.28;0.00;0.28;7.66;0.28;0.00;0.28;0.02;0.26;29.70;;;;;0.04;Base SameAsMain
0.26;1.17;0.26;327.00;0.26;316.85;0.29;13.77;0.29;13.80;0.29;0.00;0.29;7.65;0.29;0.00;0.29;0.02;0.26;29.70;;;;;0.04;Flow    0.020 ml/min
0.27;1.15;0.27;326.99;0.27;316.85;0.29;13.77;0.29;13.80;0.29;0.00;0.29;7.65;0.29;0.00;0.29;0.02;0.27;29.70;;;;;0.04;End Block
0.27;1.13;0.27;326.98;0.27;316.82;0.29;13.77;0.29;13.80;0.29;0.00;0.29;7.65;0.29;0.00;0.29;0.02;0.27;29.70;;;;;0.04;Block Isocratic_Elution
0.28;1.11;0.28;326.96;0.28;316.78;0.30;13.77;0.30;13.80;0.30;0.00;0.30;7.65;0.30;0.00;0.30;0.02;0.28;29.70;;;;;0.04;Base SameAsMain
0.28;1.09;0.28;326.95;0.28;316.75;0.30;13.77;0.30;13.80;0.30;0.00;0.30;7.65;0.30;0.00;0.30;0.02;0.28;29.70;;;;;0.04;Block Length_of_Elution
0.28;1.07;0.28;326.94;0.28;316.73;0.31;13.77;0.31;13.80;0.31;0.00;0.31;7.64;0.31;0.00;0.31;0.02;0.28;29.70;;;;;0.04;Base SameAsMain
0.29;1.05;0.29;326.92;0.29;316.72;0.31;13.77;0.31;13.80;0.31;0.00;0.31;7.64;0.31;0.00;0.31;0.02;0.29;29.70;;;;;3.45;Fractionation_900    0.000 ml (Manual)
0.29;1.07;0.29;326.95;0.29;316.77;0.32;13.77;0.32;13.80;0.32;0.00;0.32;7.65;0.32;0.00;0.32;0.02;0.29;29.70;;;;;3.48;Fractionation_900    0.000 ml (Manual)
0.30;1.10;0.30;326.99;0.30;316.84;0.32;13.77;0.32;13.80;0.32;0.00;0.32;7.65;0.32;0.00;0.32;0.02;0.30;29.70;;;;;3.66;End Block
0.30;1.13;0.30;327.02;0.30;316.89;0.32;13.77;0.32;13.80;0.32;0.00;0.32;7.65;0.32;0.00;0.32;0.02;0.30;29.70;;;;;3.66;End Block
0.30;1.13;0.30;327.01;0.30;316.88;0.33;13.77;0.33;13.80;0.33;0.00;0.33;7.65;0.33;0.00;0.33;0.02;0.30;29.70;;;;;3.66;Block Fractionation_Stop
0.31;1.12;0.31;326.99;0.31;316.87;0.33;13.77;0.33;13.80;0.33;0.00;0.33;7.65;0.33;0.00;0.33;0.02;0.31;29.70;;;;;3.66;Base SameAsMain
0.31;1.08;0.31;326.95;0.31;316.81;0.34;13.77;0.34;13.80;0.34;0.00;0.34;7.66;0.34;0.00;0.34;0.02;0.31;29.70;;;;;3.66;Fractionation_Stop_900 
0.32;1.03;0.32;326.89;0.32;316.72;0.34;13.77;0.34;13.80;0.34;0.00;0.34;7.66;0.34;0.00;0.34;0.02;0.32;29.70;;;;;3.66;Peak_FracStop_900 
0.32;0.99;0.32;326.85;0.32;316.66;0.35;13.77;0.35;13.80;0.35;0.00;0.35;7.66;0.35;0.00;0.35;0.02;0.32;29.70;;;;;3.66;End Block
0.32;1.00;0.32;326.86;0.32;316.68;0.35;13.77;0.35;13.80;0.35;0.00;0.35;7.66;0.35;0.00;0.35;0.02;0.32;29.70;;;;;;
0.33;1.01;0.33;326.86;0.33;316.69;0.36;13.77;0.36;13.80;0.36;0.00;0.36;7.65;0.36;0.00;0.36;0.02;0.33;29.70;;;;;;
0.33;1.03;0.33;326.86;0.33;316.71;0.36;13.77;0.36;13.80;0.36;0.00;0.36;7.65;0.36;0.00;0.36;0.02;0.33;29.70;;;;;;
0.34;1.04;0.34;326.86;0.34;316.74;0.36;13.77;0.36;13.80;0.36;0.00;0.36;7.65;0.36;0.00;0.36;0.02;0.34;29.70;;;;;;
0.34;1.05;0.34;326.87;0.34;316.76;0.37;13.77;0.37;13.80;0.37;0.00;0.37;7.64;0.37;0.00;0.37;0.02;0.34;29.70;;;;;;
0.34;1.05;0.34;326.88;0.34;316.77;0.37;13.77;0.37;13.80;0.37;0.00;0.37;7.64;0.37;0.00;0.37;0.02;0.34;29.70;;;;;;
0.35;1.05;0.35;326.89;0.35;316.79;0.38;13.78;0.38;13.80;0.38;0.00;0.38;7.64;0.38;0.00;0.38;0.02;0.35;29.70;;;;;;
0.35;1.03;0.35;326.86;0.35;316.74;0.38;13.78;0.38;13.80;0.38;0.00;0.38;7.64;0.38;0.00;0.38;0.02;0.35;29.70;;;;;;
0.36;1.00;0.36;326.83;0.36;316.68;0.39;13.77;0.39;13.80;0.39;0.00;0.39;7.65;0.39;0.00;0.39;0.02;0.36;29.70;;;;;;
0.36;0.97;0.36;326.81;0.36;316.63;0.39;13.77;0.39;13.80;0.39;0.00;0.39;7.65;0.39;0.00;0.39;0.02;0.36;29.70;;;;;;
0.36;0.98;0.36;326.82;0.36;316.63;0.39;13.78;0.39;13.80;0.39;0.00;0.39;7.65;0.39;0.00;0.39;0.02;0.36;29.70;;;;;;
0.37;0.98;0.37;326.83;0.37;316.63;0.40;13.78;0.40;13.80;0.40;0.00;0.40;7.65;0.40;0.00;0.40;0.02;0.37;29.70;;;;;;
0.37;0.98;0.37;326.84;0.37;316.62;0.40;13.78;0.40;13.80;0.40;0.00;0.40;7.65;0.40;0.00;0.40;0.02;0.37;29.70;;;;;;
0.38;0.97;0.38;326.85;0.38;316.62;0.41;13.78;0.41;13.80;0.41;0.00;0.41;7.66;0.41;0.00;0.41;0.02;0.38;29.70;;;;;;
0.38;0.97;0.38;326.86;0.38;316.63;0.41;13.77;0.41;13.80;0.41;0.00;0.41;7.66;0.41;0.00;0.41;0.02;0.38;29.70;;;;;;
0.38;0.99;0.38;326.87;0.38;316.72;0.42;13.77;0.42;13.80;0.42;0.00;0.42;7.65;0.42;0.00;0.42;0.02;0.38;29.70;;;;;;
0.39;1.01;0.39;326.88;0.39;316.80;0.42;13.77;0.42;13.80;0.42;0.00;0.42;7.65;0.42;0.00;0.42;0.02;0.39;29.70;;;;;;
0.39;0.99;0.39;326.87;0.39;316.77;0.42;13.77;0.42;13.80;0.42;0.00;0.42;7.65;0.42;0.00;0.42;0.02;0.39;29.70;;;;;;
0.40;0.97;0.40;326.86;0.40;316.71;0.43;13.77;0.43;13.80;0.43;0.00;0.43;7.65;0.43;0.00;0.43;0.02;0.40;29.70;;;;;;
0.40;0.95;0.40;326.86;0.40;316.67;0.43;13.77;0.43;13.80;0.43;0.00;0.43;7.65;0.43;0.00;0.43;0.02;0.40;29.70;;;;;;
0.40;0.93;0.40;326.87;0.40;316.67;0.44;13.76;0.44;13.80;0.44;0.00;0.44;7.65;0.44;0.00;0.44;0.02;0.40;29.70;;;;;;
0.41;0.92;0.41;326.88;0.41;316.67;0.44;13.76;0.44;13.80;0.44;0.00;0.44;7.65;0.44;0.00;0.44;0.02;0.41;29.80;;;;;;
0.41;0.91;0.41;326.86;0.41;316.66;0.45;13.76;0.45;13.80;0.45;0.00;0.45;7.65;0.45;0.00;0.45;0.02;0.41;29.80;;;;;;
0.42;0.91;0.42;326.84;0.42;316.66;0.45;13.76;0.45;13.80;0.45;0.00;0.45;7.65;0.45;0.00;0.45;0.02;0.42;29.80;;;;;;
0.42;0.91;0.42;326.83;0.42;316.66;0.45;13.77;0.45;13.80;0.45;0.00;0.45;7.65;0.45;0.00;0.45;0.02;0.42;29.80;;;;;;
0.42;0.93;0.42;326.86;0.42;316.68;0.46;13.77;0.46;13.80;0.46;0.00;0.46;7.65;0.46;0.00;0.46;0.02;0.42;29.80;;;;;;
0.43;0.94;0.43;326.89;0.43;316.70;0.46;13.77;0.46;13.80;0.46;0.00;0.46;7.65;0.46;0.00;0.46;0.02;0.43;29.80;;;;;;
0.43;0.89;0.43;326.84;0.43;316.65;0.47;13.77;0.47;13.80;0.47;0.00;0.47;7.66;0.47;0.00;0.47;0.02;0.43;29.80;;;;;;
0.44;0.81;0.44;326.78;0.44;316.58;0.47;13.77;0.47;13.80;0.47;0.00;0.47;7.66;0.47;0.00;0.47;0.02;0.44;29.80;;;;;;
0.44;0.77;0.44;326.74;0.44;316.55;0.48;13.77;0.48;13.80;0.48;0.00;0.48;7.66;0.48;0.00;0.48;0.02;0.44;29.80;;;;;;
0.45;0.80;0.45;326.76;0.45;316.57;0.48;13.77;0.48;13.80;0.48;0.00;0.48;7.66;0.48;0.00;0.48;0.02;0.44;29.80;;;;;;
0.45;0.82;0.45;326.78;0.45;316.60;0.49;13.77;0.49;13.80;0.49;0.00;0.49;7.65;0.49;0.00;0.49;0.02;0.45;29.80;;;;;;
0.45;0.83;0.45;326.77;0.45;316.61;0.49;13.77;0.49;13.80;0.49;0.00;0.49;7.65;0.49;0.00;0.49;0.02;0.45;29.80;;;;;;
0.46;0.82;0.46;326.76;0.46;316.62;0.49;13.77;0.49;13.80;0.49;0.00;0.49;7.65;0.49;0.00;0.49;0.02;0.46;29.80;;;;;;
0.46;0.83;0.46;326.77;0.46;316.64;0.50;13.77;0.50;13.80;0.50;0.00;0.50;7.65;0.50;0.00;0.50;0.02;0.46;29.80;;;;;;
0.47;0.87;0.47;326.83;0.47;316.71;0.50;13.77;0.50;13.80;0.50;0.00;0.50;7.65;0.50;0.00;0.50;0.02;0.47;29.80;;;;;;
0.47;0.90;0.47;326.89;0.47;316.78;0.51;13.77;0.51;13.80;0.51;0.00;0.51;7.66;0.51;0.00;0.51;0.02;0.47;29.80;;;;;;
0.47;0.88;0.47;326.85;0.47;316.77;0.51;13.77;0.51;13.80;0.51;0.00;0.51;7.66;0.51;0.00;0.51;0.02;0.47;29.80;;;;;;
0.48;0.84;0.48;326.79;0.48;316.73;0.52;13.77;0.52;13.80;0.52;0.00;0.52;7.65;0.52;0.00;0.52;0.02;0.48;29.80;;;;;;
0.48;0.82;0.48;326.76;0.48;316.69;0.52;13.77;0.52;13.80;0.52;0.00;0.52;7.65;0.52;0.00;0.52;0.02;0.48;29.80;;;;;;
0.49;0.84;0.49;326.79;0.49;316.62;0.52;13.77;0.52;13.80;0.52;0.00;0.52;7.65;0.52;0.00;0.52;0.02;0.49;29.80;;;;;;
0.49;0.86;0.49;326.83;0.49;316.55;0.53;13.77;0.53;13.80;0.53;0.00;0.53;7.65;0.53;0.00;0.53;0.02;0.49;29.80;;;;;;
0.49;0.86;0.49;326.81;0.49;316.55;0.53;13.77;0.53;13.80;0.53;0.00;0.53;7.65;0.53;0.00;0.53;0.02;0.49;29.80;;;;;;
0.50;0.84;0.50;326.78;0.50;316.56;0.54;13.77;0.54;13.80;0.54;0.00;0.54;7.66;0.54;0.00;0.54;0.02;0.50;29.90;;;;;;
0.50;0.84;0.50;326.77;0.50;316.58;0.54;13.76;0.54;13.80;0.54;0.00;0.54;7.66;0.54;0.00;0.54;0.02;0.50;29.90;;;;;;
0.51;0.84;0.51;326.79;0.51;316.62;0.55;13.76;0.55;13.80;0.55;0.00;0.55;7.65;0.55;0.00;0.55;0.02;0.51;29.90;;;;;;
0.51;0.85;0.51;326.81;0.51;316.67;0.55;13.76;0.55;13.80;0.55;0.00;0.55;7.65;0.55;0.00;0.55;0.02;0.51;29.90;;;;;;
0.51;0.82;0.51;326.80;0.51;316.64;0.55;13.76;0.55;13.80;0.55;0.00;0.55;7.65;0.55;0.00;0.55;0.02;0.51;29.90;;;;;;
0.52;0.79;0.52;326.78;0.52;316.59;0.56;13.76;0.56;13.80;0.56;0.00;0.56;7.66;0.56;0.00;0.56;0.02;0.52;29.90;;;;;;
0.52;0.76;0.52;326.76;0.52;316.56;0.56;13.76;0.56;13.80;0.56;0.00;0.56;7.65;0.56;0.00;0.56;0.02;0.52;29.90;;;;;;
0.53;0.74;0.53;326.74;0.53;316.55;0.57;13.76;0.57;13.80;0.57;0.00;0.57;7.65;0.57;0.00;0.57;0.02;0.53;29.90;;;;;;
0.53;0.71;0.53;326.72;0.53;316.54;0.57;13.76;0.57;13.80;0.57;0.00;0.57;7.64;0.57;0.00;0.57;0.02;0.53;29.90;;;;;;
0.53;0.72;0.53;326.70;0.53;316.53;0.58;13.76;0.58;13.80;0.58;0.00;0.58;7.65;0.58;0.00;0.58;0.02;0.53;29.90;;;;;;
0.54;0.73;0.54;326.68;0.54;316.52;0.58;13.76;0.58;13.80;0.58;0.00;0.58;7.66;0.58;0.00;0.58;0.02;0.54;29.90;;;;;;
0.54;0.74;0.54;326.70;0.54;316.54;0.58;13.76;0.58;13.80;0.58;0.00;0.58;7.66;0.58;0.00;0.58;0.02;0.54;29.90;;;;;;
0.55;0.77;0.55;326.79;0.55;316.62;0.59;13.76;0.59;13.80;0.59;0.00;0.59;7.65;0.59;0.00;0.59;0.02;0.55;29.90;;;;;;
0.55;0.80;0.55;326.88;0.55;316.70;0.59;13.76;0.59;13.80;0.59;0.00;0.59;7.65;0.59;0.00;0.59;0.02;0.55;29.90;;;;;;
0.55;0.77;0.55;326.82;0.55;316.65;0.60;13.76;0.60;13.80;0.60;0.00;0.60;7.66;0.60;0.00;0.60;0.02;0.55;29.90;;;;;;
0.56;0.74;0.56;326.75;0.56;316.58;0.60;13.76;0.60;13.80;0.60;0.00;0.60;7.66;0.60;0.00;0.60;0.02;0.56;29.90;;;;;;
0.56;0.71;0.56;326.70;0.56;316.53;0.61;13.76;0.61;13.80;0.61;0.00;0.61;7.66;0.61;0.00;0.61;0.02;0.56;29.90;;;;;;
0.57;0.69;0.57;326.71;0.57;316.53;0.61;13.76;0.61;13.80;0.61;0.00;0.61;7.66;0.61;0.00;0.61;0.02;0.57;29.90;;;;;;
0.57;0.67;0.57;326.71;0.57;316.53;0.62;13.76;0.62;13.80;0.62;0.00;0.62;7.66;0.62;0.00;0.62;0.02;0.57;29.90;;;;;;
