10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;;10;
Nadine SEC Superose 6001:10_UV1_280nm;;Nadine SEC Superose 6001:10_UV2_360nm;;Nadine SEC Superose 6001:10_UV3_410nm;;Nadine SEC Superose 6001:10_Cond;;Nadine SEC Superose 6001:10_Cond%;;Nadine SEC Superose 6001:10_Conc;;Nadine SEC Superose 6001:10_pH;;Nadine SEC Superose 6001:10_Pressure;;Nadine SEC Superose 6001:10_Flow;;Nadine SEC Superose 6001:10_Temp;;Nadine SEC Superose 6001:10_Fractions;;Nadine SEC Superose 6001:10_Inject;;Nadine SEC Superose 6001:10_UV1_280nm@01,BASEM;;Nadine SEC Superose 6001:10_Logbook;
min;UV1_280nm;min;UV2_360nm;min;UV3_410nm;min; mS/cm;min; %;min; %B;min; ;min; MPa;min; ml/min;min; °C;min;(Fractions);min;(Injections);min; mAU;min;(Set Marks)
9.76;0.08;9.76;333.66;9.76;320.30;10.17;2.60;10.17;2.60;10.17;0.00;10.17;7.87;10.17;0.14;10.17;0.02;10.17;28.40;;;;;9.76;-3.27;1.22;Base SameAsMain
9.92;0.08;9.92;333.69;9.92;320.25;10.33;2.60;10.33;2.60;10.33;0.00;10.33;7.87;10.33;0.13;10.33;0.02;10.33;28.40;;;;;9.92;-3.25;1.22;Fractionation_900    0.050 ml
10.08;-0.05;10.08;333.59;10.08;320.30;10.50;2.60;10.50;2.60;10.50;0.00;10.50;7.88;10.50;0.14;10.50;0.02;10.50;28.40;;;;;10.08;-3.23;1.22;End Block
10.24;-0.10;10.24;333.66;10.24;320.35;10.67;2.60;10.67;2.60;10.67;0.00;10.67;7.88;10.67;0.14;10.67;0.02;10.67;28.40;;;;;10.24;-3.21;1.22;Block Flow_Rate
10.40;-0.15;10.40;333.59;10.40;320.32;10.83;2.60;10.83;2.60;10.83;0.00;10.83;7.88;10.83;0.15;10.83;0.02;10.83;28.40;;;;;10.40;-3.19;1.22;Base SameAsMain
10.56;-0.10;10.56;333.51;10.56;320.17;11.00;2.60;11.00;2.60;11.00;0.00;11.00;7.88;11.00;0.13;11.00;0.02;11.00;28.40;;;;;10.56;-3.17;1.22;Flow    0.020 ml/min
10.72;-0.19;10.72;333.61;10.72;320.28;11.17;2.60;11.17;2.60;11.17;0.00;11.17;7.88;11.17;0.12;11.17;0.02;11.17;28.40;;;;;10.72;-3.15;1.22;End Block
10.88;-0.32;10.88;333.46;10.88;320.15;11.33;2.60;11.33;2.60;11.33;0.00;11.33;7.87;11.33;0.13;11.33;0.02;11.33;28.40;;;;;10.88;-3.13;1.22;Block Isocratic_Elution
11.04;-0.35;11.04;333.52;11.04;320.14;11.50;2.60;11.50;2.60;11.50;0.00;11.50;7.87;11.50;0.12;11.50;0.02;11.50;28.40;;;;;11.04;-3.10;1.22;Base SameAsMain
11.20;-0.45;11.20;333.43;11.20;320.08;11.67;2.60;11.67;2.60;11.67;0.00;11.67;7.87;11.67;0.13;11.67;0.02;11.67;28.40;;;;;11.20;-3.08;1.22;Block Length_of_Elution
